ein,name,zip,zip5,nteefinal
160743040,HOBART AND WILLIAM SMITH COLLEGES,14456-3304,14456,B42
591407629,HOBE SOUND BIBLE COLLEGE INC,33475-1065,33475,B42
596605703,HODGES UNIVERSITY INC,33966-1018,33966,B43
111630906,HOFSTRA UNIVERSITY,11549-0001,11549,B43
954840393,HOKMAH THEOLOGICAL COLLEGE &,90503-3160,90503,B43
540506314,HOLLINS UNIVERSITY CORPORATION,24020-1658,24020,B43
061149131,HOLY APOSTLES COLLEGE & SEMINARY,06416-2027,6416,B43
351148835,HOLY CROSS COLLEGE INC,46556-0308,46556,B41
390980974,HOLY FAMILY COLLEGE INC,54220-0000,54220,B43
231501197,HOLY FAMILY UNIVERSITY,19114-2009,19114,B43
941358307,HOLY NAMES UNIVERSITY,94619-1627,94619,B43
743134282,HONGIK INTERNATIONAL UNIVERSITY,90010-2901,90010,B43
520591608,HOOD COLLEGE OF FREDERICK MD,21701-8524,21701,B43
562231069,HOOD THEOLOGICAL SEMINARY,28144-5768,28144,B50
381381271,HOPE COLLEGE,49423-3546,49423,B42
951916051,HOPE INTERNATIONAL UNIVERSITY,92831-3102,92831,B43
113811029,HORIZON INSTITUTE A CALIFORNIA NON PROFIT RELIGIOUS CORPORATION,90006-3407,90057,B40
261901554,HORIZON UNIVERSITY,,92111,B42
452494161,HORIZON UNIVERSITY,90006-2286,90006,B43
822277191,HORIZON UNIVERSITY INC,46236-0000,46236,B43
465682127,HOSANNA BIBLE COLLEGE,27707-4714,27707,B42
160743045,HOUGHTON COLLEGE,14744-8732,14744,B42
811765155,HOUSE OF ISREAL,07108-1311,7108,B40
261706394,HOUSE UNIVERSITY MINISTRIES OF CHATTANOOGA,37403-2538,37403,B43
263430065,HOUSETOP CENTER FOR WOMENS MINISTRIES,45211-0470,45211,B42
741400699,HOUSTON BAPTIST UNIVERSITY,77074-3200,77074,B43
760057699,HOUSTON GRADUATE SCHOOL OF THEOLOGY,77035-3602,77035,B50
741677625,HOUSTON INTERNATIONAL UNIVERSITY INC,77020-0000,77020,B43
750800653,HOWARD PAYNE UNIVERSITY,76801-2715,76801,B42
530204707,HOWARD UNIVERSITY,20059-0001,20059,B43
472591463,HOWARD UNIVERSITY INTERNATIONAL INC,20059-0002,20059,B43
475649198,HSDL LLC,84602-1014,84602,B43
810983645,HUDSON TAYLOR UNIVERSITY INC,30024-7735,30024,B43
270115197,HUMANITIES UNIVERSITY,79029-0440,79029,B43
941196198,HUMPHREYS COLLEGE,95207-3861,95207,B42
630288841,HUNTINGDON COLLEGE,36106-2114,36106,B42
350868101,HUNTINGTON UNIVERSITY INC,46750-1237,46750,B43
010271210,HUSSON UNIVERSITY,04401-2929,4401,B50
741180151,HUSTON TILLOTSON UNIVERSITY,78702-2753,78702,B42
351358522,HYLES ANDERSON COLLEGE INC,46307-1416,46307,B42
463482091,HYPNOSIS CAREER COLLEGE,,90026,B42
136171197,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,10029-6504,10163,B50
263527977,ICAM UNIVERSITY,92801-1167,92801,B43
462298596,IDAHO COLLEGE AND CAREER READINESS ACADEMY INCORPORATED,83642-9287,83642,B42
460434429,IHANKTONWAN COMMUNITY COLLEGE,57361-0295,57361,B41
920158414,ILISAGVIK COLLEGE,99723-0749,99723,B41
370661211,ILLINOIS COLLEGE,62650-2212,62650,B42
362310478,ILLINOIS COLLEGE OF OPTOMETRY,60616-4201,60616,B42
362170136,ILLINOIS INSTITUTE OF TECHNOLOGY,60616-5374,60616,B43
370662594,ILLINOIS WESLEYAN UNIVERSITY,61702-2900,61702,B42
271109209,IMAM ALI SEMINARY INC,92301-4543,92301,B50
231352648,IMMACULATA UNIVERSITY,19345-9903,19345,B43
580865852,IMMANUEL BAPTIST THEOLOGICAL SEMINARY INC,,30277,B42
454971921,IMPACT 360 INSTITUTE INC,30349-2945,30349,B40
300690032,IMPACT UNIVERSITY,27012-0630,27012,B43
550777066,INDEPENDENT COLLEGE ENTERPRISE INC,25304-1045,25304,B42
270932196,INDEPENDENT ELECTRICAL CONTRACTORS DAKOTAS INC EDUCATION,57709-2592,57501,B50
480914282,INDEPENDENT SCHOOL INC,67207-1213,67207,B50
351358600,INDIANA BAPTIST COLLEGE INC,46142-5149,46142,B42
237178313,INDIANA CHRISTIAN UNIVERSITY INC,46614-9019,46614,B43
350845258,INDIANA INSTITUTE OF TECHNOLOGY INC,46803-1228,46803,B43
263162145,INDIANA UNIVERSITY HEALTH ARNETT INC,46204-1091,46204,B43
350885591,INDIANA WESLEYAN UNIVERSITY,46953-4974,46953,B43
731547147,INDIGENOUS THEOLOGICAL TRAINING INSTITUTE OF AMERICA INC,73189-0127,73189,B50
911095911,INGLEMOOR COOPERATIVE PRESCHOOL,98034-5321,98034,B41
208143469,INNER METAMORPHOSIS UNIVERSITY,60603-4950,60603,B43
263793121,INSIGHT UNIVERSITY,87505-7655,87505,B43
201204071,INSTE BIBLE COLLEGE,50023-2452,50023,B50
526056979,INSTITUTE FOR AMERICAN UNIVERSITIES,60187-5583,60187,B40
412069206,INSTITUTE FOR ARCHITECTURE AND URBAN STUDIES-NY INC,10014-5435,10014,B43
363157451,INSTITUTE FOR CLINICAL SOCIAL WORK,60605-1229,60605,B50
270848758,INSTITUTE FOR CONTINUED LEARNING AT ROOSEVELT UNIVERSITY,60173-4348,60173,B43
753128625,INSTITUTE FOR INTERNATIONAL MEDICINE,64068-3390,64068,B50
830393991,INSTITUTE FOR MEDIA AND ENTERTAINMENT INC,10019-2201,10019,B50
274600814,INSTITUTE FOR PSYCHOANALYTIC EDUCATION,10016-5802,10016,B40
201184900,INSTITUTE FOR PSYCHOANALYTIC STUDIES INC,07410-3548,7410,B50
953075415,INSTITUTE FOR SHIPBOARD EDUCATION,22903-5084,22903,B40
030280149,INSTITUTE FOR SOCIAL ECOLOGY,05667-0048,5667,B50
824134296,INSTITUTE FOR THE FUTURE OF LAW PRACTICE INC,60618-7705,60618,B50
261353976,INSTITUTE FOR THE PSYCHOANALYTIC STUDY OF SUBJECTIVITY,10107-0001,10107,B50
541911091,INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES,20166-2300,20166,B50
850365964,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTS,87502-5310,87502,B42
510174094,INSTITUTE OF CHRISTIAN STUDIES AUSTIN TEXAS,78752-1333,78752,B43
111802808,INSTITUTE OF DESIGN AND CONSTRUCTION,,11201,B41
237437863,INSTITUTE OF INDUSTRIAL ENGINEERS INC 808 UNIV OF CALIFORNIA BERKELEY,94720-1731,94720,B43
261251815,INSTITUTE OF LUTHERAN THEOLOGY,57006-0833,57006,B50
382899848,INSTITUTE OF NATURAL HEALTH SCIENCES INC,48336-5182,48336,B50
208488048,INSTITUTE OF TECHNOLOGY ANDACADEMICS,53224-2104,53224,B43
593312470,INSTITUTE OF THEOLOGY & MINISTRY TRAINING,32860-8505,32860,B50
942303485,INSTITUTE OF TRANSPERSONAL PSYCHOLO GY,94303-4231,94303,B50
237417722,INSTITUTO CENTRO AMERICANO DE ADMINISTRACION DE EMPRESAS INCAE,33134-0000,33134,B50
475684669,INSTITUTO Y UNIVERSIDAD BIBLICO BETHAL SMYRNA,30126-3322,30126,B40
660177776,INTER AMERICAN UNIVERSITY OF PUERTO RICO,00936-3255,936,B43
410918317,INTER LUTHERAN THEOLOGICAL SEMINARY,49930-0449,49930,B50
236050131,INTERCOLLEGIATE STUDIES INSTITUTE INC,19807-1938,19807,B40
830454800,INTERCULTURAL OUTREACH INITIATIVE INC,33145-2660,33037,B50
580814544,INTERDENOMINATIONAL THEOLOGICAL CENTER INC,30314-4143,30314,B50
746059677,INTERNATIONAL BIBLE COLLEGE,78228-2353,78228,B42
810602303,INTERNATIONAL BIBLE UNIVERSITY UNITED INC,32789-7210,32789,B43
954830722,INTERNATIONAL CHRISTIAN EDUCATION COLLEGE,90010-3111,90010,B42
760090602,INTERNATIONAL CHRISTIAN INSTITUTE AND GRADUATE SCHOOL,77272-0405,77272,B42
133289038,INTERNATIONAL COLLEGE OF ACUPUNCTURE AND ELECTRO- THERAPEUT,10032-7400,10032,B50
465176725,INTERNATIONAL COLLEGE OF DENTISTS-MARYLAND CHAPTER,20882-1419,20882,B42
260149645,INTERNATIONAL COLLEGE OF EXCELLENCE,60487-9511,60487,B42
472821084,INTERNATIONAL COLLEGE OF SPIRITUAL NUTRITION,91301-2421,91301,B42
366066811,INTERNATIONAL COLLEGE OF SURGEONS WOMANS AUX,60610-8157,60610,B50
452899458,INTERNATIONAL EVANGELICAL SCHOOL OF THEOLOGY INC,07605-1697,7605,B50
275492753,INTERNATIONAL HAVEN OF PRACTICAL EDUCATION INC,13903-1304,13903,B41
233069199,INTERNATIONAL INSTITUTE FOR RESTORATIVE PRACTICES,18016-0229,18016,B50
463781215,INTERNATIONAL LORDLAND UNIVERSITY,90026-5708,90026,B43
953614603,INTERNATIONAL REFORMED UNIVERSITY AND SEMINARY,90004-5904,90004,B50
454436534,INTERNATIONAL SEMINARY FOR INTERFAITH STUDIES,10523-3744,10523,B50
912163512,INTERNATIONAL THEOLOGICAL INSTITUTE FOR STUDIES ON MARRIAGE & THE FAMI,30534-8079,30534,B50
953890724,INTERNATIONAL THEOLOGICAL SEMINARY,91790-5101,91790,B50
731338134,INTERNATIONAL UNIVERSITY,74115-0030,74115,B50
431174218,INTERNATIONAL UNIVERSITY,64055-1303,64055,B43
990308755,INTERNATIONAL UNIVERSITY OF PROFESSIONAL STUDIES,96793-1505,96793,B43
810750717,INVESTIGATIVE STUDIOS INC,94904-2303,94709,B43
133508093,IONA COLLEGE,10801-0000,10801,B43
270915418,IOWA COLLEGE ACCESS NETWORK,52233-2342,52233,B42
383825319,IOWA KIDS UNIVERSITY,,52501,B43
420680332,IOWA WESLEYAN COLLEGE,52641-1348,52641,B42
824445833,IRBS THEOLOGICAL SEMINARY,76063-1703,76063,B50
510413351,IRISH AMERICAN UNIVERSITY INC,19958-1169,19807,B43
453207248,ISLAMIC SEMINARY FOUNDATION INC,75080-7423,75080,B50
800938606,ISLAMIC UNIVERSITY OF MINNESOTA,55343-9246,55343,B40
150532204,ITHACA COLLEGE,14850-7000,14850,B43
742978327,JACK T CLARK FOUNDATION,78664-5831,78664,B50
832693542,JACKSON THEOLOGICAL SEMINARY INCORPORATED,72114-0000,72114,B40
593124369,JACKSONVILLE BAPTIST THEOLOGICAL SEMINARY INC,32205-0811,32205,B43
750957351,JACKSONVILLE COLLEGE,75766-4758,75766,B41
590624412,JACKSONVILLE UNIVERSITY,32211-3394,32211,B43
833077604,JAMES E POLLMILLER FOUNDATION,80128-6214,80128,B41
450231180,JAMESTOWN COLLEGE INC,58405-0001,58405,B42
750995027,JARVIS CHRISTIAN COLLEGE,75765-0000,75765,B42
472856220,JEFFREY UNIVERSITY,92833-5517,92833,B43
462795989,JESUIT COMMONS HIGHER EDUCATION AT THE MARGINS,99258-0001,99258,B40
830881060,JOANNE JOSEPH SCHOLARSHIP FUND,02324-0000,2324,B42
620730291,JOHN A GUPTON COLLEGE,37203-2954,37203,B41
710239576,JOHN BROWN UNIVERSITY,72761-2112,72761,B43
980072997,JOHN CABOT UNIVERSITY,00000-0000,0,B43
340714681,JOHN CARROLL UNIVERSITY,44118-4538,44118,B43
941610694,JOHN F KENNEDY UNIVERSITY,94523-4817,94523,B43
475649093,JOHN HOPKINS UNIVERSITY,21211-2226,21211,B43
520595110,JOHN HOPKINS UNIVERSITY N4327B,21211-2226,21211,B43
362371220,JOHN MARSHALL LAW SCHOOL,60604-3904,60604,B50
200471061,JOHN PAUL THE GREAT CATHOLIC UNIVERSITY,92025-2604,92025,B43
560650621,JOHN WESLEY UNIVERSITY INC,27265-3115,27265,B42
205892134,JOHN WITHERSPOON COLLEGE,57702-0603,57702,B42
264667871,JOHN WITHERSPOON SEMINARY,77354-1863,77354,B50
050306206,JOHNSON & WALES UNIVERSITY,02903-3703,2903,B43
250983069,JOHNSON C SMITH UNIVERSITY INCORPORATED,28216-5302,28216,B42
626001104,JOHNSON UNIVERSITY,37998-0001,37998,B50
475271468,JOHNSON UNIVERSITY,37998-0001,37998,B43
134164793,JOINT PATENT PRACTICE CONTINUING LEGAL EDUCATION INC,10306-5929,10306,B50
590587238,JONES COLLEGE INC,32211-5540,32211,B42
273183285,JOPLIN REGIONAL MEDICAL SCHOOL ALLIANCE,64801-2263,64801,B50
320164159,JORDAN EVANGELICAL THEOLOGICAL SEMINARY INC,74153-1042,74153,B50
630288850,JUDSON COLLEGE,36756-2504,36756,B42
472508659,JUDSON INTERNATIONAL UNIVERSITY,,90010,B43
362515868,JUDSON UNIVERSITY A BAPTIST INSTITUTION,60123-1404,60123,B43
131624067,JUILLIARD SCHOOL,10023-6500,10023,B43
454596348,JUMP START UNIVERSITY INCORPORATED,23222-4812,23222,B43
562057124,JUNG TAO SCHOOL OF CLASSICAL CHINESE MEDICINE,28679-9657,28679,B50
231352652,JUNIATA COLLEGE,16652-2119,16652,B42
581326765,K D TECH INC,30342-1435,30342,B43
953608910,K P C A PRESBYTERIAN THEOLOGICAL SEMINARY,90670-5647,90670,B50
510671019,K TO COLLEGE,94621-1556,94621,B42
814053028,KAISER PERMANENTE SCHOOL OF MEDICINE INC,94612-3610,94612,B50
381358014,KALAMAZOO COLLEGE,49006-3268,49006,B42
440546278,KANSAS CITY ART INSTITUTE,64111-1820,64111,B42
480608889,KANSAS CITY COLLEGE & BIBLE SCHOOL INC,66204-1975,66204,B42
440545280,KANSAS CITY UNIVERSITY,64106-1453,64106,B50
486106237,KANSAS STATE UNIVERSITY RESEARCH FOUNDATION,66502-5020,66502,B43
760765625,KANSAS STATE UNIVERSITY VETERINARY CLINICAL OUTREACH INC,66506-5600,66506,B43
480543729,KANSAS WESLEYAN UNIVERSITY,67401-6146,67401,B43
272493820,KAUFFMAN LABORATORIES FOR ENTERPRISE CREATION INC,64110-2046,64110,B40
954625327,KECK GRADUATE INSTITUTE,91711-4817,91711,B50
362170142,KENDALL COLLEGE CHARITABLE TRUST,60642-4278,60642,B42
340726107,KENT STATE UNIVERSITY COLLEGE OF PODIATRIC MEDICINE,44131-2330,44131,B50
811345600,KENT-COOK INSTITUTE INC,28117-0066,28117,B43
610510937,KENTUCKY CHRISTIAN UNIVERSITY INC,41143-2205,41143,B43
611103422,KENTUCKY MOUNTAIN BIBLE COLLEGE INCORPORATED,41385-0000,41385,B42
610466713,KENTUCKY WESLEYAN COLLEGE,42301-6057,42301,B42
314379507,KENYON COLLEGE,43022-5024,43022,B42
770183386,KERN COMMUNITY COLLEGE DISTRICT PUBLIC FACILITIES CORPORATION,93301-4014,93301,B41
954580540,KERNEL UNIVERSITY,92801-6019,92801,B43
382410852,KETTERING UNIVERSITY,48504-6214,48504,B50
166054295,KEUKA COLLEGE,14478-9764,14478,B42
240795441,KEYSTONE COLLEGE,18440-1000,18440,B42
811545781,KIDS COMMUNITY COLLEGE CHARTER HIGH SCHOOL,33578-4305,33578,B41
900606459,KIDZ UNIVERSITY INC,07026-2913,7026,B43
460385443,KILIAN COMMUNITY COLLEGE,57103-7020,57103,B41
453737133,KING SCHOOL OF MEDICINE INC,24210-4738,24210,B50
581363100,KING UNIVERSITY,37620-2632,37620,B43
822571598,KINGDOM COLLEGE,36345-1709,36345,B40
472996384,KINGDOM TRUTH UNIVERSITY,32254-1806,32254,B43
131810448,KINGS COLLEGE,10004-1603,10004,B42
240804602,KINGS COLLEGE,18711-0800,18711,B43
320375092,KINGS COLLEGE LONDON USA INC,22314-2840,22314,B42
542005520,KINGS PARK UNIVERSITY CORPORATION,22312-0000,22312,B50
464671972,KINGS UNIVERSITY,76092-6507,76092,B43
237050293,KIRKWOOD COMMUNITY COLLEGE FACILITIES FOUNDATION,52404-5260,52404,B41
203416976,KLAMATH RIVER EARLY COLLEGE OF THE REDWOODS,95531-2332,95531,B42
363085682,KNOWLEDGE SYSTEMS INSTITUTE,60076-2453,60076,B50
370673513,KNOX COLLEGE,61401-4938,61401,B42
800767866,KNOX INTL THEOLOGICAL SEMINARY INC,33308-2023,33308,B50
461812625,KNOX THEOLOGICAL SEMINARY,33308-3209,33308,B50
620475689,KNOXVILLE COLLEGE,37921-4868,37921,B42
952906949,KOLLEL-LOS ANGELES,90036-2813,90036,B50
261381951,KPCA NORTH WESTERN PRESBYTERIAN THEOLOGICAL SEMINARY,98445-2066,98445,B50
421457548,KRELL INSTITUTE INC,50010-8078,50010,B50
381368367,KUYPER COLLEGE,49525-9781,49525,B42
264359927,KYUSHU UNIVERSITY CA OFFICE INC,95032-1118,95032,B43
591298070,L D PANKEY DENTAL FOUNDATION INC,33149-1409,33149,B50
134359034,L ORGANISATION DES ANCIENS DU COLLEGE IMMACULEE CONCEPTION,33023-3209,33023,B42
251125048,LA ROCHE COLLEGE,15237-5808,15237,B43
231352654,LA SALLE UNIVERSITY,19141-1108,19141,B43
330413730,LA SIERRA UNIVERSITY,92505-3344,92505,B43
042134818,LABOURE COLLEGE,02186-4253,2186,B41
391453493,LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE INC,54843-2181,54843,B41
240839402,LACKAWANNA COLLEGE,18509-3206,18509,B41
240795686,LAFAYETTE COLLEGE,18042-1761,18042,B42
580566199,LAGRANGE COLLEGE,30240-2955,30240,B43
952415066,LAGUNA COLLEGE OF ART AND DESIGN,92651-1136,92651,B42
582313740,LAHAIROI DEVELOPMENTAL CORPORATION,30901-0000,30901,B42
340733165,LAKE ERIE COLLEGE,44077-3309,44077,B43
251698677,LAKE ERIE COLLEGE OF OSTEOPATHIC MEDICINE INC,16509-0000,16509,B50
362167770,LAKE FOREST COLLEGE,60045-2338,60045,B43
237013253,LAKE FOREST GRADUATE SCHOOL OF MANAGEMENT,60045-4824,60045,B50
390821861,LAKELAND COLLEGE,53082-0359,53082,B43
370692975,LAKEVIEW COLLEGE OF NURSING,61832-3731,61832,B42
810564517,LAKEWOOD TEACHERS SEMINARY INC,08701-2859,8701,B50
273610218,LAMAR COUNTY COLLEGE AND CAREER ACADEMY INC,30204-1544,30204,B42
620479365,LAMBUTH UNIVERSITY,38301-5280,38301,B42
231484178,LANCASTER BIBLE COLLEGE,17601-5036,17601,B43
222586208,LANDMARK COLLEGE INC,05346-8517,5346,B41
620570060,LANE COLLEGE,38301-4501,38301,B42
042103585,LASELL COLLEGE,02466-2709,2466,B43
270052575,LATIN AMERICAN THEOLOGICAL SEMINARY,91746-3015,91746,B50
753220279,LATINA LEADERSHIP NETWORK OF THE CALIFORNIA COMMUNITY COLLEGES INC,93406-4557,93406,B41
134044634,LATINO COLLEGE EXPO INC,10011-8436,10011,B42
461211285,LATINO U COLLEGE ACCESS,10541-3948,10541,B42
340946903,LAURA AND ALVIN SIEGAL COLLEGE JUDAIC STUDIES,44122-7302,44122,B50
381369604,LAWRENCE TECHNOLOGICAL UNIVERSITY,48075-0000,48075,B43
390806297,LAWRENCE UNIVERSITY OF WISCONSIN,54911-5690,54911,B42
150545841,LE MOYNE COLLEGE,13214-1302,13214,B43
264674647,LEARNING & ACHIEVEMENT GROUP INC,32955-4521,32955,B50
061440552,LEARNING COLLABORATIVE INC,06524-3435,6524,B42
986001269,LEBANESE AMERICAN UNIVERSITY,08540-6248,8540,B43
026007918,LEBANON COLLEGE INC,03766-1312,3766,B41
231352354,LEBANON VALLEY COLLEGE,17003-1404,17003,B43
620502739,LEE UNIVERSITY,37311-4458,37311,B42
753061667,LEECH LAKE TRIBAL COLLEGE,56633-3115,56633,B41
560529953,LEES MCRAE COLLEGE INCORPORATED,28604-0128,28604,B42
240795445,LEHIGH UNIVERSITY,18015-3008,18015,B43
620475690,LEMOYNE OWEN COLLEGE,38126-6510,38126,B42
560556753,LENOIR RHYNE UNIVERSITY,28603-7164,28603,B43
042103589,LESLEY UNIVERSITY,02138-2702,2138,B43
680469172,LESTER HUGHES MINISTRIES INTERNATIONAL LESTER HUGHS MINISTRIES INTERNATION,,95693,B50
751081109,LETOURNEAU UNIVERSITY,75607-7001,75607,B43
930386858,LEWIS AND CLARK COLLEGE,97219-7879,97219,B43
362167773,LEWIS UNIVERSITY,60446-2200,60446,B43
540946734,LIBERTY UNIVERSITY INC,24515-0002,24515,B43
942382546,LIFE CHIROPRACTIC COLLEGE WEST,94545-2801,94545,B50
463352026,LIFE COLLEGE,92782-0223,92656,B42
954452381,LIFE UNIVERSITY,90248-1612,90248,B43
581216007,LIFE UNIVERSITY INC,30060-2903,30060,B43
611722659,LIFEWAY BAPTIST UNIVERSITY INC,32207-8916,32207,B43
320383435,LIGHT THINK UNIVERSITY,89145-5725,89145,B43
263216231,LIGHTHOUSE CHRISTIAN ACADEMY COLLEGE AND SEMINARY,72012-1030,72012,B50
463103295,LIGONIER ACADEMY OF BIBLICAL AND THEOLOGICAL STUDIES INC,32771-8608,32771,B50
570314402,LIMESTONE COLLEGE,29340-0000,29340,B42
370711798,LINCOLN CHRISTIAN UNIVERSITY,62656-2111,62656,B43
770342669,LINCOLN LAW SCHOOL OF SAN JOSE,95113-2711,95113,B50
470553011,LINCOLN MEDICAL EDUCATION PARTNERSHIP,68510-4855,68510,B50
620479542,LINCOLN MEMORIAL UNIVERSITY,37752-8245,37752,B43
941347042,LINCOLN UNIVERSITY,94612-2801,94612,B43
231352655,LINCOLN UNIVERSITY,19352-9141,19352,B43
370661227,LINCOLN UNIVERSITY,62656-1630,62656,B41
912120259,LINCOLN UNIVERSITY EXTENSION,94612-2801,94612,B43
430652649,LINDENWOOD COLLEGE,63301-1693,63301,B43
610444763,LINDSEY WILSON COLLEGE,,42728,B43
930391586,LINFIELD COLLEGE,97128-6894,97128,B43
620485733,LIPSCOMB UNIVERSITY,37204-3956,37204,B43
911849962,LITTLE PRIEST TRIBAL COLLEGE,68071-5070,68071,B41
208594079,LIVING UNIVERSITY,28227-7705,28227,B43
560603922,LIVINGSTONE COLLEGE,28144-5213,28144,B42
430746185,LOGAN UNIVERSITY,63017-5529,63017,B42
593300248,LOGOS CHRISTIAN COLLEGE & GRADUATE SCHOOL,32216-0961,32216,B50
462881594,LOGOS COLLEGE,92178-0730,92178,B42
954457666,LOGOS EVANGELICAL SEMINARY,91731-2816,91731,B50
951816009,LOMA LINDA UNIVERSITY,92350-1734,92350,B43
330328606,LOMA LINDA UNIVERSITY CARDIOLOGY MEDICAL GROUP INC,92354-2804,92350,B50
202834636,LOMA LINDA UNIVERSITY FACULTY PHARMACY INC,92354-0200,92354,B43
300793395,LOMA LINDA UNIVERSITY HEALTH PARTNERS,,92354,B43
810661056,LOMA LINDA UNIVERSITY HEALTH SERVICES INC,92354-0200,92354,B43
330291523,LOMA LINDA UNIVERSITY UROLOGY MEDICAL GROUP INC,92354-3450,92354,B50
750800657,LON MORRIS COLLEGE,75201-5116,75201,B41
111633516,LONG ISLAND UNIVERSITY,11548-1319,11548,B43
540505600,LONGWOOD UNIVERSITY ALUMNI ASSOCIATION,23909-1800,23909,B41
201612906,LONGWOOD UNIVERSITY REAL ESTATE FOUNDATION,23901-1293,23901,B43
420680412,LORAS COLLEGE,52001-4327,52001,B43
262752964,LORDLAND COLLEGE,92701-2215,92701,B40
262616570,LORDLAND UNIVERSITY,90040-2615,90040,B43
956192418,LOS ANGELES BIBLE TRAINING SCHOOL,90002-0235,90002,B50
134349811,LOU HOME INC LAFAYETTE OXFORD UNIVERSITY HOME,38655-1626,38655,B43
560547511,LOUISBURG COLLEGE,27549-2335,27549,B41
721234351,LOUISIANA BAPTIST UNIVERSITY,71129-2415,71129,B43
582019088,LOUISIANA CENTER FOR LAW AND CIVIC EDUCATION INC,70130-3481,70130,B50
720467515,LOUISIANA COLLEGE,71359-0001,71359,B42
721304948,LOUISIANA STATE UNIVERSITY OF MEDICINE IN NEW ORLEANS,70112-2269,70112,B50
611242765,LOUISVILLE PEDIATRIC FOUNDATION INC,40202-3829,40202,B50
341226547,LOURDES UNIVERSITY,43560-4805,43560,B43
472617610,LOVE OF CHRIST BIBLE COLLEGE,86323-6136,86323,B42
460430791,LOWER BRULE COMMUNITY COLLEGE INC,57548-0230,57548,B41
980584522,LOYALIST COLLEGE OF APPLIED ARTS AND TECHNOLOGY,00000-0000,0,B42
951643334,LOYOLA MARYMOUNT UNIVERSITY,90045-2678,90045,B43
720408946,LOYOLA UNIVERSITY,70118-6143,70118,B43
520591623,LOYOLA UNIVERSITY MARYLAND INC,21210-2601,21210,B43
361408475,LOYOLA UNIVERSITY OF CHICAGO,60611-2147,60611,B43
750950119,LUBBOCK CHRISTIAN UNIVERSITY,79407-2031,79407,B43
112206183,LUNDEBERG MARYLAND SEAMANSHIP SCHOOL INC,20746-4447,20746,B41
420680466,LUTHER COLLEGE,52101-1041,52101,B42
591197022,LUTHER RICE UNIVERSITY INC,30038-2418,30038,B50
910654200,LUTHERAN BIBLE INSTITUTE OF SEATTLE,98201-3569,98201,B42
472232607,LUTHERAN MINISTRY AT ARIZONA STATE UNIVERSITY ASU,85244-1923,85244,B43
570327888,LUTHERAN THEOLOGICAL SOUTHERN SEMINARY,29203-5898,29203,B50
350868125,LUTHERAN UNIVERSITY ASSOCIATION,46383-4520,46383,B43
460320561,LUTHERANS OUTDOORS IN SOUTH DAKOTA INC,57197-0001,57197,B42
240795965,LYCOMING COLLEGE,17701-5157,17701,B42
060942210,LYME ACADEMY OF FINE ARTS INC,06371-2333,6371,B42
540505922,LYNCHBURG COLLEGE,24501-3113,24501,B43
591023117,LYNN UNIVERSITY INC,33431-5507,33431,B43
710246213,LYON COLLEGE,72501-3629,72501,B42
362581098,MAC CORMAC COLLEGE INC,60602-4404,60602,B41
410693962,MACALESTER COLLEGE,55105-1801,55105,B42
452436389,MACEDONIA THEOLOGICAL SEMINARY INC,11412-2425,11412,B50
370661217,MACMURRAY COLLEGE,62650-2510,62650,B42
137096544,MADISON LANE & RUGBY ROAD CHARITABLE TR,78731-4206,78731,B40
381498763,MADONNA UNIVERSITY,48150-1176,48150,B43
020309681,MAGDALEN COLLEGE,03278-4012,3278,B42
640626298,MAGNOLIA BIBLE COLLEGE,39090-4616,39090,B42
421315493,MAHARISHI INTERNATIONAL UNIVERSITY,52557-0001,52557,B50
542116256,MAIN STREET SCHOOL OF PERFORMING ARTS,55344-3549,55343,B40
010378758,MAINE COLLEGE OF ART,04101-3378,4101,B43
237275366,MAINE WESLEYAN BOARD OF EDUCATION,04086-1416,4086,B43
202884155,MAITRIPA COLLEGE,97214-4742,97214,B50
811308809,MAKE TO MANUFACTURE BY CALIFORNIA COLLEGE OF THE ARTS,94107-2247,94107,B42
340737794,MALONE UNIVERSITY,44709-3308,44709,B43
811796056,MANARA INSTITUTE FOR ISLAMIC & ARABIC STUDIES A NJ NP CORPORATION,07512-1846,7512,B40
350868127,MANCHESTER UNIVERSITY INC,46962-1276,46962,B42
480559090,MANHATTAN CHRISTIAN COLLEGE INC,66502-4030,66502,B42
131740468,MANHATTAN COLLEGE,10471-0000,10471,B43
131740469,MANHATTANVILLE COLLEGE,10577-2131,10577,B43
231608264,MANOR COLLEGE,19046-3319,19046,B41
452905252,MANTHANO CHRISTIAN COLLEGE,48185-1919,48185,B42
521501741,MAPLE SPRINGS BAPTIST COLLEGE & SEMINARY,20743-5712,20743,B43
391097032,MARANATHA BAPTIST BIBLE COLLEGE INC,53094-7638,53094,B43
833754699,MARCY LAB INC,11221-6514,11221,B50
141463151,MARIA COLLEGE,12208-1715,12208,B41
042325504,MARIAN COURT COLLEGE,01907-2840,1907,B41
350868175,MARIAN UNIVERSITY,46222-1960,46222,B43
391024723,MARIAN UNIVERSITY INC,54935-4621,54935,B43
314379584,MARIETTA COLLEGE,45750-8634,45750,B43
141442493,MARIST COLLEGE,12601-1350,12601,B43
